country,association_name,official_name,association_code,member_id,overall_rank,overall_country_coefficient,season_rank,season_country_coefficient,uefa_season_year,overall_source_url,season_source_url,scraped_at_utc
Austria,Austria,Austria,AUT,8,16,25.1,25,3.8,2016,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2016,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2016,2026-02-13T21:37:57.705796+00:00
Croatia,Croatia,Croatia,CRO,56370,17,23.875,22,4.5,2016,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2016,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2016,2026-02-13T21:37:57.705796+00:00
Poland,Poland,Poland,POL,109,18,22.5,14,5.5,2016,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2016,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2016,2026-02-13T21:37:57.705796+00:00
Cyprus,Cyprus,Cyprus,CYP,33,19,22.175,27,3.0,2016,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2016,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2016,2026-02-13T21:37:57.705796+00:00
Belarus,Belarus,Belarus,BLR,57155,20,20.0,18,5.125,2016,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2016,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2016,2026-02-13T21:37:57.705796+00:00
Sweden,Sweden,Sweden,SWE,127,21,19.875,20,4.75,2016,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2016,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2016,2026-02-13T21:37:57.705796+00:00
Norway,Norway,Norway,NOR,101,22,19.25,11,7.25,2016,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2016,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2016,2026-02-13T21:37:57.705796+00:00
Israel,Israel,Israel,ISR,65,23,18.625,29,2.25,2016,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2016,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2016,2026-02-13T21:37:57.705796+00:00
Denmark,Denmark,Denmark,DEN,35,24,18.6,15,5.5,2016,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2016,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2016,2026-02-13T21:37:57.705796+00:00
Scotland,Scotland,Scotland,SCO,117,25,17.3,28,3.0,2016,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2016,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2016,2026-02-13T21:37:57.705796+00:00
Azerbaijan,Azerbaijan,Azerbaijan,AZE,57154,26,14.875,23,4.375,2016,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2016,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2016,2026-02-13T21:37:57.705796+00:00
Serbia,Serbia,Serbia,SRB,147,27,14.625,24,4.25,2016,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2016,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2016,2026-02-13T21:37:57.705796+00:00
Kazakhstan,Kazakhstan,Kazakhstan,KAZ,65146,28,14.125,21,4.625,2016,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2016,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2016,2026-02-13T21:37:57.705796+00:00
Bulgaria,Bulgaria,Bulgaria,BUL,20,29,13.125,42,1.0,2016,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2016,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2016,2026-02-13T21:37:57.705796+00:00
Slovenia,Slovenia,Slovenia,SVN,57163,30,13.125,44,1.0,2016,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2016,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2016,2026-02-13T21:37:57.705796+00:00
Slovakia,Slovakia,Slovakia,SVK,58836,31,12.0,26,3.75,2016,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2016,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2016,2026-02-13T21:37:57.705796+00:00
Liechtenstein,Liechtenstein,Liechtenstein,LIE,81,32,10.5,19,5.0,2016,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2016,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2016,2026-02-13T21:37:57.705796+00:00
Hungary,Hungary,Hungary,HUN,57,33,9.875,34,1.625,2016,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2016,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2016,2026-02-13T21:37:57.705796+00:00
Moldova,Moldova,Moldova,MDA,57160,34,9.125,38,1.25,2016,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2016,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2016,2026-02-13T21:37:57.705796+00:00
Iceland,Iceland,Iceland,ISL,58,35,8.75,39,1.125,2016,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2016,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2016,2026-02-13T21:37:57.705796+00:00
Georgia,Georgia,Georgia,GEO,57157,36,8.125,51,0.625,2016,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2016,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2016,2026-02-13T21:37:57.705796+00:00
Finland,Finland,Finland,FIN,42,37,7.4,41,1.0,2016,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2016,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2016,2026-02-13T21:37:57.705796+00:00
Bosnia and Herzegovina,Bosnia and Herzegovina,Bosnia and Herzegovina,BIH,60094,38,7.125,35,1.5,2016,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2016,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2016,2026-02-13T21:37:57.705796+00:00
Albania,Albania,Albania,ALB,2,39,6.625,31,2.125,2016,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2016,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2016,2026-02-13T21:37:57.705796+00:00
North Macedonia,North Macedonia,North Macedonia,MKD,59205,40,6.0,37,1.5,2016,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2016,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2016,2026-02-13T21:37:57.705796+00:00
Republic of Ireland,Republic of Ireland,Republic of Ireland,IRL,64,41,5.45,50,0.7,2016,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2016,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2016,2026-02-13T21:37:57.705796+00:00
Latvia,Latvia,Latvia,LVA,56558,42,5.375,32,1.625,2016,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2016,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2016,2026-02-13T21:37:57.705796+00:00
Luxembourg,Luxembourg,Luxembourg,LUX,82,43,5.25,46,0.75,2016,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2016,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2016,2026-02-13T21:37:57.705796+00:00
Montenegro,Montenegro,Montenegro,MNE,92853,44,4.875,40,1.0,2016,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2016,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2016,2026-02-13T21:37:57.705796+00:00
Lithuania,Lithuania,Lithuania,LTU,56557,45,4.625,47,0.75,2016,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2016,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2016,2026-02-13T21:37:57.705796+00:00
Northern Ireland,Northern Ireland,Northern Ireland,NIR,63,46,4.5,49,0.75,2016,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2016,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2016,2026-02-13T21:37:57.705796+00:00
Estonia,Estonia,Estonia,EST,56556,47,4.25,43,1.0,2016,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2016,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2016,2026-02-13T21:37:57.705796+00:00
Armenia,Armenia,Armenia,ARM,57419,48,4.125,33,1.625,2016,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2016,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2016,2026-02-13T21:37:57.705796+00:00
Faroe Islands,Faroe Islands,Faroe Islands,FRO,51218,49,3.625,52,0.375,2016,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2016,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2016,2026-02-13T21:37:57.705796+00:00
Malta,Malta,Malta,MLT,88,50,3.583,45,0.875,2016,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2016,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2016,2026-02-13T21:37:57.705796+00:00
Wales,Wales,Wales,WAL,144,51,3.5,36,1.5,2016,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2016,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2016,2026-02-13T21:37:57.705796+00:00
Gibraltar,Gibraltar,Gibraltar,GIB,94080,52,1.0,48,0.75,2016,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2016,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2016,2026-02-13T21:37:57.705796+00:00
Andorra,Andorra,Andorra,AND,60618,53,0.999,53,0.166,2016,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2016,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2016,2026-02-13T21:37:57.705796+00:00
San Marino,San Marino,San Marino,SMR,50168,54,0.333,55,0.0,2016,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2016,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2016,2026-02-13T21:37:57.705796+00:00
Spain,Spain,Spain,ESP,122,1,104.998,1,20.142,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Germany,Germany,Germany,GER,47,2,79.498,3,14.571,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
England,England,England,ENG,39,3,75.962,2,14.928,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Italy,Italy,Italy,ITA,66,4,73.332,5,14.25,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
France,France,France,FRA,43,5,56.665,4,14.416,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Russia,Russia,Russia,RUS,57451,6,50.532,8,9.2,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Portugal,Portugal,Portugal,POR,110,7,49.332,11,8.083,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Ukraine,Ukraine,Ukraine,UKR,57166,8,42.633,17,5.5,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Belgium,Belgium,Belgium,BEL,13,9,42.4,6,12.5,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Türkiye,Türki̇ye,Türki̇ye,TUR,135,10,39.2,7,9.7,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Czechia,Czechia,Czechia,CZE,58837,11,33.175,15,5.5,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Switzerland,Switzerland,Switzerland,SUI,128,12,32.075,20,4.3,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Netherlands,Netherlands,Netherlands,NED,95,13,31.063,9,9.1,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Greece,Greece,Greece,GRE,49,14,27.9,14,5.8,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Austria,Austria,Austria,AUT,8,15,25.35,12,7.375,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Croatia,Croatia,Croatia,CRO,56370,16,25.25,18,5.125,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Romania,Romania,Romania,ROU,113,17,24.35,24,3.3,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Denmark,Denmark,Denmark,DEN,35,18,24.0,10,8.5,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Belarus,Belarus,Belarus,BLR,57155,19,19.875,25,3.0,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Poland,Poland,Poland,POL,109,20,19.75,23,3.875,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Sweden,Sweden,Sweden,SWE,127,21,19.725,27,2.75,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Israel,Israel,Israel,ISR,65,22,19.375,13,6.75,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Scotland,Scotland,Scotland,SCO,117,23,18.925,19,4.375,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Cyprus,Cyprus,Cyprus,CYP,33,24,18.55,16,5.5,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Norway,Norway,Norway,NOR,101,25,18.325,38,1.375,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Azerbaijan,Azerbaijan,Azerbaijan,AZE,57154,26,17.75,21,4.25,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Bulgaria,Bulgaria,Bulgaria,BUL,20,27,15.875,22,4.25,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Serbia,Serbia,Serbia,SRB,147,28,15.375,26,2.875,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Kazakhstan,Kazakhstan,Kazakhstan,KAZ,65146,29,15.25,28,2.75,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Slovenia,Slovenia,Slovenia,SVN,57163,30,13.125,31,2.25,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Slovakia,Slovakia,Slovakia,SVK,58836,31,11.75,32,2.125,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Liechtenstein,Liechtenstein,Liechtenstein,LIE,81,32,11.0,30,2.5,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Hungary,Hungary,Hungary,HUN,57,33,9.5,33,1.875,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Moldova,Moldova,Moldova,MDA,57160,34,9.5,48,0.875,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Iceland,Iceland,Iceland,ISL,58,35,8.375,45,1.0,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Finland,Finland,Finland,FIN,42,36,7.65,34,1.75,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Albania,Albania,Albania,ALB,2,37,6.625,47,0.875,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Republic of Ireland,Republic of Ireland,Republic of Ireland,IRL,64,38,6.575,29,2.625,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Bosnia and Herzegovina,Bosnia and Herzegovina,Bosnia and Herzegovina,BIH,60094,39,6.5,51,0.5,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Georgia,Georgia,Georgia,GEO,57157,40,6.375,42,1.125,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Latvia,Latvia,Latvia,LVA,56558,41,6.125,36,1.375,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
North Macedonia,North Macedonia,North Macedonia,MKD,59205,42,5.625,39,1.25,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Estonia,Estonia,Estonia,EST,56556,43,5.25,37,1.375,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Montenegro,Montenegro,Montenegro,MNE,92853,44,5.25,46,0.875,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Armenia,Armenia,Armenia,ARM,57419,45,5.125,41,1.125,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Luxembourg,Luxembourg,Luxembourg,LUX,82,46,4.875,49,0.75,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Northern Ireland,Northern Ireland,Northern Ireland,NIR,63,47,4.5,50,0.5,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Lithuania,Lithuania,Lithuania,LTU,56557,48,4.125,52,0.5,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Malta,Malta,Malta,MLT,88,49,4.0,40,1.25,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Wales,Wales,Wales,WAL,144,50,3.875,43,1.0,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Faroe Islands,Faroe Islands,Faroe Islands,FRO,51218,51,3.5,53,0.375,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Gibraltar,Gibraltar,Gibraltar,GIB,94080,52,2.5,35,1.5,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Andorra,Andorra,Andorra,AND,60618,53,1.165,54,0.166,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
San Marino,San Marino,San Marino,SMR,50168,54,0.333,55,0.0,2017,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2017,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2017,2026-02-13T21:37:57.705796+00:00
Spain,Spain,Spain,ESP,122,1,106.998,2,19.714,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
England,England,England,ENG,39,2,79.605,1,20.071,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Italy,Italy,Italy,ITA,66,3,76.249,3,17.333,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Germany,Germany,Germany,GER,47,4,71.427,6,9.857,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
France,France,France,FRA,43,5,56.415,5,11.5,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Russia,Russia,Russia,RUS,57451,6,53.382,4,12.6,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Portugal,Portugal,Portugal,POR,110,7,47.248,8,9.666,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Ukraine,Ukraine,Ukraine,UKR,57166,8,41.133,9,8.0,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Belgium,Belgium,Belgium,BEL,13,9,38.5,33,2.6,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Türkiye,Türki̇ye,Türki̇ye,TUR,135,10,35.8,11,6.8,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Austria,Austria,Austria,AUT,8,11,32.85,7,9.75,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Switzerland,Switzerland,Switzerland,SUI,128,12,30.2,12,6.5,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Czechia,Czechia,Czechia,CZE,58837,13,30.175,15,5.5,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Netherlands,Netherlands,Netherlands,NED,95,14,29.749,29,2.9,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Greece,Greece,Greece,GRE,49,15,28.6,19,5.1,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Croatia,Croatia,Croatia,CRO,56370,16,26.0,18,5.125,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Denmark,Denmark,Denmark,DEN,35,17,25.95,17,5.25,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Israel,Israel,Israel,ISR,65,18,21.75,14,5.625,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Cyprus,Cyprus,Cyprus,CYP,33,19,21.55,10,7.0,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
